session	optimize	depth	controllers	survivors	episodes	noise	initial_value	variance	session_seed	game_seed	name	generation	type	game_num	repetition	landing_height	eroded_cells	row_trans	col_trans	pits	cuml_wells	landing_height_norm	eroded_cells_norm	row_trans_norm	col_trans_norm	pits_norm	cuml_wells_norm	landing_height_var	eroded_cells_var	row_trans_var	col_trans_var	pits_var	cuml_wells_var	lines	l1	l2	l3	l4	score	level	eps
2017-05-31_18-44-52	lines	80	100	10	-1	4	0	100	1496256292.99	NIL	G0	0	base	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	100								
2017-05-31_18-44-52	lines	80	100	10	-1	4	0	100	1496256292.99	42074	G1_1	1	search	1	1	105.437300196	-71.4636913732	-197.376709598	147.294856691	158.170171726	-60.7205447431	0.53419322072	-0.362067497825	-1.0	0.746262601046	0.801361883314	-0.307637840689							0	0	0	0	0	0	0	32
2017-05-31_18-44-52	lines	80	100	10	-1	4	0	100	1496256292.99	95999	G1_2	1	search	2	1	26.804531003	67.4803116227	25.170992286	-29.4059024449	-56.9784323204	-60.2677359576	0.397220024011	1.0	0.37301238955	-0.435770104461	-0.844371209175	-0.893115851251							1	1	0	0	0	40	0	42
2017-05-31_18-44-52	lines	80	100	10	-1	4	0	100	1496256292.99	5573	G1_3	1	search	3	1	87.1661557629	113.949359862	-8.01051975729	-133.495854352	-11.9762546672	-41.3431075328	0.652950282135	0.853579764067	-0.0600057567045	-1.0	-0.0897125586807	-0.309695815901							0	0	0	0	0	0	0	36
2017-05-31_18-44-52	lines	80	100	10	-1	4	0	100	1496256292.99	538	G1_4	1	search	4	1	72.3673893076	-87.7930216149	46.3801339309	-122.010202627	-54.6502337531	-72.504547142	0.593125720222	-0.719554756279	0.380133242403	-1.0	-0.447915277381	-0.594249870755							0	0	0	0	0	0	0	36
2017-05-31_18-44-52	lines	80	100	10	-1	4	0	100	1496256292.99	67009	G1_5	1	search	5	1	-228.309085116	-56.5194351507	67.7313233605	111.458408663	-153.627605777	125.496742766	-1.0	-0.247556662592	0.296665037777	0.48819086024	-0.672893090081	0.549679145282							0	0	0	0	0	0	0	34
2017-05-31_18-44-52	lines	80	100	10	-1	4	0	100	1496256292.99	39657	G1_6	1	search	6	1	56.0434707552	153.985384968	-25.4724959911	-61.2407936787	-123.20055224	16.4608247686	0.363953181445	1.0	-0.16542151709	-0.397705234762	-0.800079515766	0.106898617502							2	2	0	0	0	80	0	45
2017-05-31_18-44-52	lines	80	100	10	-1	4	0	100	1496256292.99	71972	G1_7	1	search	7	1	136.291026912	-63.3703168853	-54.7837327266	19.2699122034	111.511058681	-125.610804219	1.0	-0.464963235812	-0.401961405441	0.141387974249	0.818183421226	-0.921636640833							0	0	0	0	0	0	0	31
