session	optimize	depth	controllers	survivors	episodes	noise	initial_value	variance	session_seed	game_seed	name	generation	type	game_num	repetition	landing_height	eroded_cells	row_trans	col_trans	pits	cuml_wells	deep_wells	max_well	cuml_cleared	pit_depth	pit_rows	tetris	landing_height_norm	eroded_cells_norm	row_trans_norm	col_trans_norm	pits_norm	cuml_wells_norm	deep_wells_norm	max_well_norm	cuml_cleared_norm	pit_depth_norm	pit_rows_norm	tetris_norm	landing_height_var	eroded_cells_var	row_trans_var	col_trans_var	pits_var	cuml_wells_var	deep_wells_var	max_well_var	cuml_cleared_var	pit_depth_var	pit_rows_var	tetris_var	lines	l1	l2	l3	l4	score	level	eps	norm_of_weights
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	63591	G1_10	1	search	10	1	-13.9032786914	-69.3119260629	-16.1471268812	-38.38694435	-51.8179415039	-10.3489426612	-0.0	78.6631929272	-3.07998658439	-6.86855172953	10.3989411763	17.2411846423	-0.176744398162	-0.881122714241	-0.205269151687	-0.487991180138	-0.658731734318	-0.131560165258	-0.0	1.0	-0.0391541007907	-0.0873159539289	0.132195767669	0.219177279751													223	51	23	22	15	185940.0	22	600	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	80958	G1_11	1	search	11	1	-19.1810238767	-57.869263941	-13.9847644464	-35.5573295287	-70.1414883244	-8.01657529503	0.0	73.8916007481	-1.66680349698	-1.21959363092	2.47717773803	23.9991499039	-0.259583277159	-0.783164302236	-0.189260542535	-0.481209354902	-0.949248461453	-0.108491022171	0.0	1.0	-0.0225574149173	-0.0165051726931	0.0335244833371	0.324788604671													126	13	11	13	13	93200.0	12	358	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	70978	G1_12	1	search	12	1	-16.8661807916	-66.0692711854	-13.3069555667	-45.5117898851	-33.6374979465	-7.72460526273	0.0	75.5584154354	0.690575199956	-5.61274005932	13.0688580035	27.5616627184	-0.223220414223	-0.874413138558	-0.176114804552	-0.6023391256	-0.445185327837	-0.102233552917	0.0	1.0	0.0091396199348	-0.0742834537619	0.172963632551	0.364772905302													51	6	2	7	5	2200.0	5	170	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	56702	G1_13	1	search	13	1	-23.1423180691	-64.3886629085	-13.4076915972	-57.5392825042	-58.624732265	-9.99211420589	-0.0	78.867668649	-7.33044005087	-3.70337677245	5.98747808371	24.6366579791	-0.293432257673	-0.816413924887	-0.170002382812	-0.729567432255	-0.74333035665	-0.12669468208	-0.0	1.0	-0.0929460725344	-0.0469568434808	0.0759180306236	0.312379691211													69	18	7	3	7	-2680.0	6	216	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	9766	G1_14	1	search	14	1	-17.9703199105	-62.8404391938	-20.9290220532	-59.477775581	-57.485003714	-3.41717015317	-0.0	71.9532862906	-4.39438282196	-6.3186267899	5.74567148818	25.1691398721	-0.249749814594	-0.873350508829	-0.290869578474	-0.826616526462	-0.798921170631	-0.0474915091351	-0.0	1.0	-0.0610727188223	-0.0878156803622	0.0798528015104	0.349798336804													11	5	1	0	1	-6160.0	1	68	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	81570	G1_15	1	search	15	1	-17.2848288818	-59.2903539384	-12.0139122749	-53.8867484982	-52.6064342098	-6.9854862131	-0.0	76.9930410343	-2.46329644261	-9.19898648085	10.1969514494	29.4845771115	-0.22449858649	-0.770074192965	-0.156038936942	-0.699891156062	-0.683262194909	-0.0907287998924	-0.0	1.0	-0.0319937543643	-0.119478154873	0.132439910314	0.382951195529													102	22	18	8	5	2040.0	10	298	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	70604	G1_16	1	search	16	1	-17.1969772083	-69.0335995668	-16.9254582158	-58.6660553515	-63.5247851902	-7.02734947848	0.0	76.2466659177	-5.52988122763	-4.44346944163	11.0957329196	34.1024436426	-0.225543989383	-0.905398271989	-0.221982928854	-0.769424533458	-0.833148366891	-0.0921659903932	0.0	1.0	-0.0725262037503	-0.0582775572958	0.145524171923	0.447264719475													115	19	16	8	10	39060.0	11	331	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	14575	G1_17	1	search	17	1	-11.0877867833	-58.2512449712	-15.1991891888	-56.988984028	-49.2085769312	-6.69853663593	-0.0	84.3535740471	-4.12645347536	-11.6529819948	0.800155196006	31.7038253858	-0.131444184891	-0.690560484594	-0.180184294032	-0.675596554998	-0.583360900674	-0.079410229046	-0.0	1.0	-0.0489185375009	-0.138144496263	0.00948572962135	0.375844482512													18	2	5	2	0	-8220.0	1	86	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	54275	G1_18	1	search	18	1	-21.3636765927	-66.0783969668	-15.8198113725	-55.5141680328	-42.8437030735	-7.41155416168	-0.0	80.0535549877	-10.832490718	-5.25962741062	4.32491149424	29.1511839138	-0.266867306468	-0.825427390163	-0.19761535106	-0.693462870466	-0.535188013575	-0.0925824488721	-0.0	1.0	-0.135315548693	-0.0657013596889	0.0540252271733	0.364146025973													93	19	13	8	6	1740.0	9	276	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	96411	G1_19	1	search	19	1	-11.9576454651	-61.632157158	-11.1890805934	-55.6162144224	-52.8599162648	-11.1519977661	0.0	79.221612762	-7.6778087375	-7.64089552274	6.2291673863	25.4988996229	-0.15093918248	-0.777971503094	-0.14123772798	-0.702033352811	-0.667241102798	-0.1407696382	0.0	1.0	-0.0969155823749	-0.0964496335829	0.0786296462433	0.321867969281													101	16	12	11	7	20340.0	10	295	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	39443	G1_20	1	search	20	1	-24.1482387288	-57.4929966016	-13.977764012	-63.176550657	-48.8912600286	-10.1597827116	-0.0	85.0317269723	-1.42245921427	1.94522313359	2.23035470565	18.8613263815	-0.283990924195	-0.676135821871	-0.164382925171	-0.742976214955	-0.574976679522	-0.119482257663	-0.0	1.0	-0.0167285702045	0.0228764392169	0.0262296766756	0.221815163035													35	3	3	6	2	-5900.0	3	129	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	90442	G1_21	1	search	21	1	-26.0546049426	-67.2844030657	-17.8323256964	-55.2418192728	-58.6853530507	-9.42872939802	-0.0	76.6914093801	-8.00646976824	-6.79380270981	9.36646093794	23.6825411203	-0.339733030769	-0.877339503988	-0.232520510975	-0.720313001408	-0.76521416838	-0.122943749166	-0.0	1.0	-0.104398521724	-0.0885862284279	0.122131813897	0.308803049933													128	42	17	8	7	3300.0	12	362	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	50172	G1_22	1	search	22	1	-17.9634744262	-62.8582758638	-19.9574182678	-51.6860426446	-48.6620989528	-7.50122981376	0.0	79.7807725263	-4.12132697059	-6.41866186193	1.51099348142	28.640528431	-0.225160447277	-0.787887530708	-0.250153234117	-0.647850866918	-0.609947703085	-0.0940230280584	0.0	1.0	-0.051658148199	-0.0804537441627	0.0189393187553	0.358990362265													95	26	12	7	6	3340.0	9	281	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	70132	G1_23	1	search	23	1	-12.7408248218	-54.982489271	-14.9280202302	-54.6024543861	-49.1370177452	-11.233215253	0.0	84.9674008334	-6.18809585168	-7.85805227375	0.840321917087	25.1355194128	-0.149949565325	-0.647100990871	-0.175691148414	-0.642628276851	-0.578304352767	-0.132206177226	0.0	1.0	-0.0728290590389	-0.0924831429075	0.00988993318432	0.295825447952													139	30	19	9	11	59880.0	13	389	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	68983	G1_24	1	search	24	1	-14.6044901431	-59.4871447896	-16.6642665471	-39.2003597579	-40.2986437433	-11.4928878404	0.0	85.9729308145	-4.52984981171	-0.671561726608	7.48203304497	37.9132753404	-0.169873121746	-0.691928776024	-0.193831551271	-0.455961654285	-0.46873641926	-0.133680307645	0.0	1.0	-0.0526892565927	-0.0078113159601	0.0870277769304	0.440990844226													41	7	5	4	3	-8440.0	4	145	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	79528	G1_25	1	search	25	1	-11.828293897	-58.9642205741	-21.1402161172	-49.9835547462	-56.7712114691	-10.0438131015	0.0	79.119448908	-5.30437882878	-1.99944700673	3.15130482998	24.0601980867	-0.149499194701	-0.745255703723	-0.267193672466	-0.631748014376	-0.717538004278	-0.126944932506	0.0	1.0	-0.0670426665249	-0.0252712453679	0.039829711575	0.304099667259													226	45	22	19	20	236020.0	22	600	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	93424	G1_26	1	search	26	1	-10.6500146646	-63.6060377213	-10.6363385056	-50.7784235944	-45.7515183448	-6.82732059379	0.0	74.6777926166	-4.04663760049	-11.7218567599	11.4425589602	18.982919446	-0.142612874476	-0.851739660382	-0.142429738921	-0.679966852464	-0.612652259015	-0.0914237064938	0.0	1.0	-0.054187964838	-0.15696576384	0.153225725605	0.254197650745													38	4	5	4	3	-4020.0	3	138	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	96448	G1_27	1	search	27	1	-21.3904371165	-67.4458871038	-14.8595654377	-58.056138862	-46.8498372278	-12.5651045794	-0.0	75.9969122598	-6.59134066446	-0.967761259113	0.491414444665	28.115498749	-0.28146455534	-0.887481939702	-0.195528541829	-0.763927600947	-0.616470272735	-0.165337040752	-0.0	1.0	-0.0867316903866	-0.0127342181457	0.00646624224659	0.369955803637													235	63	27	22	13	197740.0	23	600	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	88947	G1_28	1	search	28	1	-11.6400458298	-61.9057873243	-15.431797505	-47.523145952	-48.3138753909	-7.67346767509	-0.0	79.2552872667	-5.44079250021	-4.96493025638	11.06953245	31.527055828	-0.14686775143	-0.781093469713	-0.194710006578	-0.599621143156	-0.609598136063	-0.09681963109	-0.0	1.0	-0.0686489531216	-0.0626447827976	0.139669324681	0.397791199999													63	8	7	7	5	780.0	6	200	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	85804	G1_29	1	search	29	1	-27.0745658997	-64.9659564127	-15.0767712039	-50.9270914045	-52.4863129277	-1.41358743368	0.0	74.711205838	-4.54798328147	-6.46542477238	5.98882642673	35.5912079235	-0.362389625438	-0.869561074326	-0.201800667447	-0.68165264947	-0.702522631499	-0.0189206882398	0.0	1.0	-0.060874178518	-0.086538889312	0.0801596809951	0.476383797107													45	0	2	3	8	13200.0	4	154	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	41702	G1_30	1	search	30	1	-20.471481282	-61.5889374599	-11.7405414706	-52.9078800601	-49.9446825887	-7.76776782558	0.0	78.3761768268	-8.24594375756	-3.09240927517	0.0656462191243	33.9392274722	-0.261195201282	-0.785811964214	-0.149797322935	-0.675050534514	-0.637243159985	-0.099108787135	0.0	1.0	-0.105209823845	-0.0394559852288	0.000837578736066	0.43302989309													52	6	5	4	6	2080.0	5	171	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	27720	G1_31	1	search	31	1	-19.1116708333	-64.3770406514	-12.7404098234	-59.0277417923	-55.8869585299	-8.42936216307	-0.0	81.3498622903	-6.96575479123	-1.90135352817	4.91774166323	32.4825164992	-0.234931815436	-0.79136016754	-0.156612555506	-0.725603462999	-0.686995121522	-0.10361864084	-0.0	1.0	-0.0856271245595	-0.0233725475943	0.060451751543	0.399294056372													35	7	6	4	1	-12320.0	3	129	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	31181	G1_32	1	search	32	1	-22.7188376801	-59.9029893768	-13.2770752757	-43.8326372125	-48.1079242769	-8.94369068083	0.0	76.7447357454	-5.67303072619	1.06134979621	-0.590481088957	28.3616825039	-0.296031219073	-0.780548513133	-0.173003075022	-0.571148454507	-0.626856341476	-0.116538165048	0.0	1.0	-0.0739207799869	0.0138296104078	-0.00769409241197	0.369558670421													100	9	6	9	13	53120.0	10	293	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	53545	G1_33	1	search	33	1	-10.1234717878	-69.2572641702	-12.7433856995	-51.3761112567	-49.3214070786	-5.98030814101	0.0	76.3673933682	-4.87713699857	-5.54423156291	6.70223922083	29.665100697	-0.132562751474	-0.906895745888	-0.166869460085	-0.672749310809	-0.645843794102	-0.0783097062404	0.0	1.0	-0.0638641281765	-0.0725994605601	0.0877631005227	0.388452445325													25	5	3	2	2	-5820.0	2	106	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	47504	G1_34	1	search	34	1	-11.2127982465	-63.7900905909	-15.2277963789	-55.1669553156	-44.2585319186	-11.14981237	0.0	78.3691666458	0.599538318214	-1.93814874061	4.4410258705	21.9729248197	-0.143076655354	-0.8139692346	-0.194308514824	-0.703936990487	-0.564744194852	-0.142272947987	0.0	1.0	0.00765018110916	-0.0247310112326	0.056668024691	0.280377165665													213	44	35	13	15	158500.0	21	575	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	78351	G1_35	1	search	35	1	-9.78102781746	-64.71179138	-18.1526522245	-56.0391723908	-52.0315961027	-9.17860962192	0.0	86.0866248283	-8.23949364628	-5.93676942631	2.79279509258	38.8931062199	-0.113618437672	-0.751705523467	-0.210864954466	-0.65096259149	-0.604409758269	-0.10662062359	0.0	1.0	-0.095711658608	-0.0689627388477	0.0324416841542	0.451790348356													115	23	5	14	10	42560.0	11	330	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	86761	G1_36	1	search	36	1	-15.8922314561	-65.3167298113	-16.0734150444	-55.8182342477	-59.2283184518	-6.66097196918	0.0	83.9629610587	-6.43472432922	-5.82958450168	-2.65033484397	31.5263175074	-0.189276691242	-0.777923134055	-0.191434590225	-0.664795923629	-0.705410072548	-0.0793322660991	0.0	1.0	-0.0766376536521	-0.0694304301346	-0.0315655237804	0.375478867228													71	4	8	5	9	25700.0	7	221	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	40883	G1_37	1	search	37	1	-15.0317377596	-60.1668297722	-22.4985807737	-43.6728615313	-57.7393921541	-8.79859364459	-0.0	78.0055068969	-5.24699071371	0.0451868388532	12.0624074622	32.6818486859	-0.192700981732	-0.771315156655	-0.288422980232	-0.559868953727	-0.740196358577	-0.11279451919	-0.0	1.0	-0.0672643627666	0.000579277549121	0.154635332068	0.41896848038													230	44	27	12	24	300680.0	23	600	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	24573	G1_38	1	search	38	1	-11.4957841847	-75.5749087744	-16.6975046127	-52.1888179983	-62.3794367215	-3.99269190243	0.0	79.209706678	-2.86339331418	-5.72565858759	-1.63572451789	43.0884141497	-0.145131003091	-0.954111711101	-0.21080124284	-0.658868971836	-0.787522632485	-0.0504065987602	0.0	1.0	-0.036149525535	-0.0722848098764	-0.0206505564342	0.543978963649													3	1	1	0	0	-2060.0	0	49	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	67872	G1_39	1	search	39	1	-16.2111393626	-64.4172829955	-16.0039603472	-57.4780889772	-45.9555719138	-7.5695160465	0.0	77.8005328444	-4.74448771671	-6.62527233352	4.97423791715	28.3442086559	-0.208367973457	-0.827979971865	-0.205705022345	-0.738787857561	-0.590684539472	-0.0972938843702	0.0	1.0	-0.0609827149411	-0.0851571588433	0.063935782125	0.364318952836													101	22	8	13	6	11380.0	10	294	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	91020	G1_40	1	search	40	1	-20.563893772	-59.8294688412	-15.033993254	-63.1761487007	-52.2984958354	-7.93466751656	0.0	77.8675076091	-13.2449322111	-2.3026063463	11.0476434948	32.2631299384	-0.26408824943	-0.768349606636	-0.193071458374	-0.811328763954	-0.671634388222	-0.101899595354	0.0	1.0	-0.170095751332	-0.0295708237877	0.141877450993	0.414333666622													57	10	3	3	8	9120.0	5	185	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	77182	G1_41	1	search	41	1	-18.9694344387	-60.0532703656	-14.9608896358	-50.0692437826	-56.0184500859	-7.03298042436	-0.0	79.676091747	-2.61120928776	-0.235070407563	15.9000611185	33.5031332945	-0.238081889094	-0.753717571342	-0.187771379189	-0.628409886639	-0.703077282753	-0.0882696461404	-0.0	1.0	-0.0327728083858	-0.00295032552939	0.199558748049	0.42049167523													156	21	7	7	25	208800.0	15	433	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	86221	G1_42	1	search	42	1	-19.3790877627	-61.5650192022	-14.8236897218	-54.8681644797	-51.7237240887	-5.68992560306	-0.0	78.0950022466	-9.74796078012	-7.04981071718	11.7588959596	28.6389513837	-0.248147604906	-0.788334943736	-0.189816112367	-0.70258227673	-0.662317979393	-0.0728590234889	-0.0	1.0	-0.124821825977	-0.0902722391238	0.150571683479	0.36671938741													51	4	4	5	6	5220.0	5	171	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	33337	G1_43	1	search	43	1	-21.2403609091	-63.1356247394	-13.378761469	-60.083530306	-56.0296576884	-7.41876671431	-0.0	78.0712791773	-8.75795042556	-2.27754818257	6.0782367478	33.082953659	-0.272063697853	-0.808692074789	-0.171365982599	-0.769598384184	-0.717673109482	-0.0950255560366	-0.0	1.0	-0.112178902637	-0.0291726766433	0.0778549655117	0.423753190771													98	10	6	8	13	58940.0	9	288	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	10059	G1_44	1	search	44	1	-16.5566097474	-51.4840777409	-17.0124079921	-52.0171971938	-44.6384330076	-10.2380898317	0.0	82.3117638677	-3.72581103119	-3.05994498555	-0.904124839896	33.8982189761	-0.201145121541	-0.625476545778	-0.206682583299	-0.631953377617	-0.542309275249	-0.124381854435	0.0	1.0	-0.0452646238657	-0.0371750627343	-0.0109841509574	0.41182714819													186	56	16	18	11	79580.0	18	507	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	45779	G1_45	1	search	45	1	-29.0176112218	-62.225205801	-18.9285789176	-51.3553470433	-60.3244643646	-10.6551930825	0.0	77.8647221466	-4.77603669912	-3.43694237357	14.3724570669	32.4509551927	-0.372666984764	-0.799145031094	-0.243095697201	-0.65954575612	-0.774734214694	-0.136842369545	0.0	1.0	-0.0613376194952	-0.0441399170102	0.184582397146	0.416760688257													238	60	30	22	13	215960.0	23	600	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	46630	G1_46	1	search	46	1	-21.0594228524	-65.7866779896	-17.0978955036	-64.1367869288	-56.8048483206	-12.5696193183	0.0	77.3929784952	-3.81369352895	-8.69858062259	-1.85158449058	28.3515392148	-0.272110251625	-0.850034192619	-0.220923084187	-0.828715836706	-0.73397935349	-0.162412916038	0.0	1.0	-0.0492769964808	-0.112394958712	-0.0239244505972	0.366332188864													230	62	40	16	10	148820.0	23	600	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	98812	G1_47	1	search	47	1	-20.9386157078	-57.9721172728	-18.1162029316	-53.9560530523	-52.3129394623	-8.52049471821	-0.0	82.1870634969	-3.875224156	-8.0978297588	8.73250979444	33.0102197843	-0.254767779951	-0.705367910791	-0.220426453518	-0.656502991549	-0.63651062876	-0.103671969233	-0.0	1.0	-0.0471512667703	-0.0985292503985	0.106251634052	0.401647392908													89	16	6	11	7	24720.0	8	263	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	82497	G1_48	1	search	48	1	-15.1415626029	-62.5102115523	-19.8355002733	-51.8159500799	-42.2617110859	-9.31946126668	-0.0	79.0590809113	-7.30633040424	-5.26945660815	1.29651952791	24.189666068	-0.191522117742	-0.790677185109	-0.250894647961	-0.655407949127	-0.534558593381	-0.117879706661	-0.0	1.0	-0.0924160807338	-0.0666521359395	0.016399375163	0.305969482433													115	27	15	6	10	33400.0	11	331	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	34683	G1_49	1	search	49	1	-20.3256525955	-56.3799679807	-16.933252545	-53.9965769963	-51.4905711183	-9.5362402017	0.0	77.4260326763	-5.61579712529	-10.0116803736	5.14883014779	33.7840415975	-0.262517035846	-0.72817844376	-0.21870231445	-0.697395632061	-0.665029181251	-0.123165812222	0.0	1.0	-0.0725311233337	-0.129306384784	0.0664999867592	0.436339567322													62	14	6	8	3	-10080.0	6	198	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	71654	G1_50	1	search	50	1	-24.7258326907	-62.828436032	-10.8170122698	-50.1434619168	-58.0544338417	-4.19344124948	0.0	80.1480446427	-4.50339183333	-6.04643387992	17.4942816708	24.8382343285	-0.308502007765	-0.783904789095	-0.134962896699	-0.625635499161	-0.724339989833	-0.0523211922159	0.0	1.0	-0.0561884179883	-0.0754408158911	0.218274591087	0.309904432968													13	4	1	1	1	-5800.0	1	74	11
2017-07-06_13-33-48	score	80	200	10	600	4	0	100	1499348028.23	19426	G1_51	1	search	51	1	-19.5414671338	-65.0981546259	-14.7372214342	-50.8543601973	-59.47004831	-4.65994566125	0.0	79.1612841824	-3.84356946225	4.06532986702	3.48883122862	22.6541161589	-0.246856368433	-0.822348390355	-0.186167033373	-0.642414542949	-0.751251687289	-0.0588664737994	0.0	1.0	-0.0485536522297	0.0513550267533	0.0440724435518	0.286176713692													4	2	1	0	0	-3120.0	0	51	11
