session	optimize	depth	controllers	survivors	episodes	noise	initial_value	variance	session_seed	game_seed	name	generation	type	game_num	repetition	landing_height	eroded_cells	row_trans	col_trans	pits	cuml_wells	deep_wells	max_well	cuml_cleared	pit_depth	pit_rows	tetris	landing_height_norm	eroded_cells_norm	row_trans_norm	col_trans_norm	pits_norm	cuml_wells_norm	deep_wells_norm	max_well_norm	cuml_cleared_norm	pit_depth_norm	pit_rows_norm	tetris_norm	landing_height_var	eroded_cells_var	row_trans_var	col_trans_var	pits_var	cuml_wells_var	deep_wells_var	max_well_var	cuml_cleared_var	pit_depth_var	pit_rows_var	tetris_var	lines	l1	l2	l3	l4	score	level	eps	norm_of_weights
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	17065	G1_31	1	search	31	1	-20.3140584553	-64.5479166624	-0.0	-42.5796047851	-48.542880825	-8.99189179367	0.0	80.9021101347	-6.56789913588	-8.86817029059	0.0	30.9819663107	-0.251094296817	-0.797852077713	-0.0	-0.526310187882	-0.600019959235	-0.111145330804	0.0	1.0	-0.0811832858865	-0.109616056687	0.0	0.38295622029													28	5	7	3	0	-10080.0	2	112	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	59641	G1_32	1	search	32	1	-19.000766956	-62.4226376809	-0.0	-59.9905686714	-55.4753689343	-7.23228962794	0.0	82.0695830417	-5.10439660201	-3.99442411074	0.0	31.0305041428	-0.23152020824	-0.760606248593	-0.0	-0.730972017257	-0.675955291574	-0.088123874399	0.0	1.0	-0.0621959611932	-0.0486711880662	0.0	0.378099936575													39	1	4	2	6	8360.0	3	138	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	77556	G1_33	1	search	33	1	-21.5086254282	-61.0982350953	-0.0	-44.6129273646	-44.3389468552	-12.7503374195	0.0	75.0477414534	-4.17210270328	-8.66567411528	0.0	22.3278673952	-0.286599236854	-0.814124901191	-0.0	-0.594460626004	-0.590809876441	-0.169896350944	0.0	1.0	-0.0555926483926	-0.115468819547	0.0	0.297515514296													121	42	15	11	4	-300.0	12	344	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	44098	G1_34	1	search	34	1	-17.7626240334	-62.1039178175	-0.0	-61.5412297761	-55.7497087702	-6.86410484986	0.0	80.7475985149	-10.2690101833	0.447650121899	0.0	26.0400503309	-0.21997711833	-0.769111638733	-0.0	-0.762143158534	-0.690419403123	-0.0850069225105	0.0	1.0	-0.127174186876	0.0055438196322	0.0	0.322486994162													7	1	1	0	1	-1360.0	0	60	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	63688	G1_35	1	search	35	1	-16.8327564255	-64.9880085789	-0.0	-54.0292453985	-61.1725891361	-11.7519601648	0.0	78.2868487048	-6.38272875079	-6.25967124089	0.0	19.3803260648	-0.215013845926	-0.830126766552	-0.0	-0.69014459379	-0.781390363108	-0.15011410421	0.0	1.0	-0.081530025239	-0.0799581455181	0.0	0.247555322324													83	14	15	5	6	14360.0	8	250	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	97063	G1_36	1	search	36	1	-15.9074764452	-68.7786828453	-0.0	-42.6142160906	-65.3353127592	-8.99449698386	0.0	84.3273198693	-6.02164427751	-8.36571069889	0.0	34.5044880669	-0.188639654027	-0.815615662301	-0.0	-0.505342944097	-0.77478227531	-0.106661720043	0.0	1.0	-0.0714079883819	-0.0992052244972	0.0	0.409173303745													29	5	2	4	2	-5680.0	2	116	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	65604	G1_37	1	search	37	1	-13.1301880189	-71.2138650805	-0.0	-58.0844360581	-55.7640827339	-8.96810047404	-0.0	79.1470925636	-3.47056869463	-10.2957926146	0.0	25.1946743256	-0.16589602465	-0.899766027707	-0.0	-0.733879592753	-0.704562617877	-0.113309285074	-0.0	1.0	-0.0438496043534	-0.130084280814	0.0	0.318327224785													20	2	2	2	2	-3380.0	2	92	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	49429	G1_38	1	search	38	1	-22.6336221371	-69.9666380343	-0.0	-55.9100842242	-59.1218450113	-12.5643044941	0.0	80.7008281412	-2.89025475933	-9.22089663059	0.0	27.3866667423	-0.280463319378	-0.866987856827	-0.0	-0.692806821342	-0.732605183528	-0.155689907817	0.0	1.0	-0.0358144374216	-0.114260247918	0.0	0.339360417644													33	9	7	2	1	-12180.0	3	126	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	3216	G1_39	1	search	39	1	-11.1960004017	-69.9889135485	-0.0	-64.9717370533	-48.3283484005	-8.66119826715	-0.0	81.9817461019	-5.07008249968	-0.786080261627	0.0	18.9234000299	-0.136566991239	-0.853713379823	-0.0	-0.792514677261	-0.589501330459	-0.105647887231	-0.0	1.0	-0.0618440413964	-0.00958847913107	0.0	0.230824554607													8	4	2	0	0	-5040.0	0	63	9
2017-07-05_13-25-30	score	80	200	10	600	4	0	100	1499261130.36	29312	G1_40	1	search	40	1	-11.1789438177	-62.7349489873	-0.0	-56.956907827	-64.3466591537	-10.192428134	-0.0	79.384588615	-5.19216763789	-5.44336043491	0.0	26.5441399756	-0.140820076198	-0.790266096756	-0.0	-0.717480669998	-0.810568654148	-0.128393033356	-0.0	1.0	-0.0654052345484	-0.0685694859654	0.0	0.334373969037													2	2	0	0	0	-1720.0	0	48	9
