session	optimize	depth	controllers	survivors	episodes	noise	initial_value	variance	session_seed	game_seed	name	generation	type	game_num	repetition	landing_height	eroded_cells	row_trans	col_trans	pits	cuml_wells	mean_ht	max_ht	min_ht	all_ht	max_ht_diff	min_ht_diff	cleared	deep_wells	max_well	cuml_cleared	cuml_eroded	pit_depth	pit_rows	column_9	tetris	landing_height_norm	eroded_cells_norm	row_trans_norm	col_trans_norm	pits_norm	cuml_wells_norm	mean_ht_norm	max_ht_norm	min_ht_norm	all_ht_norm	max_ht_diff_norm	min_ht_diff_norm	cleared_norm	deep_wells_norm	max_well_norm	cuml_cleared_norm	cuml_eroded_norm	pit_depth_norm	pit_rows_norm	column_9_norm	tetris_norm	landing_height_var	eroded_cells_var	row_trans_var	col_trans_var	pits_var	cuml_wells_var	mean_ht_var	max_ht_var	min_ht_var	all_ht_var	max_ht_diff_var	min_ht_diff_var	cleared_var	deep_wells_var	max_well_var	cuml_cleared_var	cuml_eroded_var	pit_depth_var	pit_rows_var	column_9_var	tetris_var	lines	l1	l2	l3	l4	score	level	eps	norm_of_weights
2017-06-21_16-51-33	score	120	200	10	800	4	0	100	1498063893.08	NIL	G0	0	base	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100									
2017-06-21_16-51-33	score	120	200	10	800	4	0	100	1498063893.08	82746	G1_1	1	search	1	1	-8.61364955405	-14.1079113777	-0.0	-12.3307920415	-0.0	7.07772415557	7.08241752862	18.5585412342	-6.27874708632	-9.6467543767	-17.3412208363	7.05580486211	-12.8520379514	4.0570902935	-0.631819390303	-14.7408806539	0.936038574254	-2.38656388056	-3.03618372783	-9.7224277979	18.2226134881	-0.464133977199	-0.760184283861	-0.0	-0.664426793348	-0.0	0.381372871189	0.381625766769	1.0	-0.338321153967	-0.51980132786	-0.934406461017	0.380191781943	-0.692513371021	0.218610409207	-0.0340446688308	-0.794290912624	0.0504370770547	-0.128596523317	-0.16360034388	-0.52387888009	0.981899022025																						0	0	0	0	0	0	0	32	19
2017-06-21_16-51-33	score	120	200	10	800	4	0	100	1498063893.08	72515	G1_2	1	search	2	1	6.77104589441	3.50984094358	-0.0	23.0402898823	-0.0	10.5319026426	-12.8593542304	12.9856600795	-11.4913999648	-4.5191014051	-22.1173026336	-5.88825623663	-10.2293526274	6.90140496928	-8.72241143535	9.27668629741	6.08439297254	-4.16029546601	-1.01314822286	8.2582229563	1.87633914785	0.293878502788	0.152334929878	-0.0	1.0	-0.0	0.457108078778	-0.558124671872	0.563606627599	-0.498752403876	-0.196139086278	-0.959940293574	-0.255563461515	-0.443976732916	0.29953637756	-0.378572122135	0.402628888126	0.264076233573	-0.180566107773	-0.0439728939192	0.358425306213	0.0814373064502																						0	0	0	0	0	0	0	32	19
2017-06-21_16-51-33	score	120	200	10	800	4	0	100	1498063893.08	35065	G1_3	1	search	3	1	-10.8974074463	0.133540875446	0.0	-10.7055055942	-0.0	3.309684683	2.7984897448	-11.7920357696	-6.69801980959	-5.36381316595	2.75168198028	-6.1849564012	9.71885158878	-3.3070295575	8.66417061583	11.1503151687	-11.0659778123	10.6680492662	14.3428067436	17.2574448004	0.64238701988	-0.631461237299	0.00773816037022	0.0	-0.620341291426	-0.0	0.191783008509	0.162161303551	-0.683301375492	-0.388123496094	-0.310811549913	0.159448980547	-0.358393520752	0.563168632505	-0.191629154591	0.502054082515	0.646116229699	-0.64122921674	0.618170846821	0.831108365661	1.0	0.0372237621102																						0	0	0	0	0	0	0	32	19
2017-06-21_16-51-33	score	120	200	10	800	4	0	100	1498063893.08	54009	G1_4	1	search	4	1	3.6286370097	1.04614001153	-0.0	3.11452029532	0.0	7.55549769046	9.24479198079	20.5744165636	-10.7004100448	7.99441799122	2.23972669219	6.08172790968	-0.121199633318	0.552843289755	11.1472376568	2.67985760828	-5.67253901119	-4.5421184537	5.67213389103	1.77343224343	14.0997933538	0.1763664597	0.0508466428827	-0.0	0.151378304493	0.0	0.367227798033	0.449334344536	1.0	-0.520083279723	0.388561102888	0.10885979125	0.29559661587	-0.00589079320641	0.0268704236666	0.541800911942	0.130251936914	-0.275708377619	-0.220765358749	0.275688687138	0.0861959918986	0.685307080772																						0	0	0	0	0	0	0	34	19
2017-06-21_16-51-33	score	120	200	10	800	4	0	100	1498063893.08	18319	G1_5	1	search	5	1	-7.32881199384	0.39977710318	0.0	-2.62897709821	-0.0	3.32741094462	6.25407157868	23.6454027404	2.51249525056	16.8242955116	-6.56186709945	11.305037929	33.1632281925	6.58280564337	-3.21778039243	0.0370801411439	-2.83301843745	-3.4321166781	-4.03001478663	7.79994254389	-18.6144453865	-0.220992116669	0.0120548307559	0.0	-0.0792738596783	-0.0	0.100334350001	0.188584523267	0.713000634411	0.0757614800338	0.507317786251	-0.197865752434	0.34089075597	1.0	0.198497130773	-0.0970285634965	0.00111811012271	-0.0854264977164	-0.103491634113	-0.12152058187	0.235198530692	-0.561297750582																						1	1	0	0	0	-1100.0	0	33	19
2017-06-21_16-51-33	score	120	200	10	800	4	0	100	1498063893.08	61214	G1_6	1	search	6	1	-12.1790911583	-10.3608065322	-0.0	-4.52104711482	0.0	1.74505225234	-21.592623407	0.418595149263	1.43728346239	-4.91595667777	16.1017950069	13.2353959082	1.99712170432	-3.05116076043	-22.0201823273	4.93007453345	-2.17046212587	3.72892369135	-11.6332847877	-13.2437454884	-13.4498871568	-0.553087661912	-0.470514111926	-0.0	-0.205313791122	0.0	0.0792478566433	-0.980583316069	0.0190096132285	0.0652711880865	-0.223247773551	0.731228959306	0.601057507676	0.0906950575902	-0.138562011662	-1.0	0.223888906103	-0.0985669461591	0.169341181464	-0.528301020164	-0.601436686197	-0.610798174005																						11	9	1	0	0	-10940.0	1	71	19
2017-06-21_16-51-33	score	120	200	10	800	4	0	100	1498063893.08	30929	G1_7	1	search	7	1	3.50229526136	-0.412650013924	0.0	-15.1055687808	-0.0	-5.67766887521	11.6814924952	-5.05715414122	2.20265367147	0.902766331773	10.6148722927	4.76895220503	-3.64564515934	-0.421575871145	1.65896448738	-6.05364714178	7.49642228922	15.0682047713	-3.22642694398	-0.0155781749762	-7.30067731416	0.23185457709	-0.0273177408883	0.0	-1.0	-0.0	-0.375865944382	0.773323577863	-0.334787402885	0.145817327599	0.0597638092862	0.702712519252	0.315708218224	-0.241344448015	-0.0279086393411	0.109824695214	-0.400755988049	0.496268786566	0.997526474509	-0.213591887257	-0.00103128688514	-0.483310322181																						0	0	0	0	0	0	0	30	19
2017-06-21_16-51-33	score	120	200	10	800	4	0	100	1498063893.08	29506	G1_8	1	search	8	1	10.4300130374	0.646204637297	0.0	-0.898461580288	-0.0	14.838528254	3.58278784702	-5.10376526044	8.0832018316	1.89539729667	-13.6652547855	-12.7752125814	16.1345668316	0.455762919661	-0.15178416065	-0.0404717656445	-11.5966551937	-4.65152880297	-11.905336313	26.9237116311	4.59505210197	0.387391351546	0.0240013207002	0.0	-0.0333706434164	-0.0	0.551132342275	0.133071840024	-0.189563955014	0.300226133096	0.0703988113763	-0.507554640784	-0.474496709682	0.599269783181	0.016927937942	-0.00563756449073	-0.00150320157187	-0.430722752961	-0.172766996865	-0.442187781391	1.0	0.17066934028																						0	0	0	0	0	0	0	33	19
2017-06-21_16-51-33	score	120	200	10	800	4	0	100	1498063893.08	75826	G1_9	1	search	9	1	-0.997429762549	2.85449169212	0.0	-12.9689327666	-0.0	-15.3595863707	-2.59239692536	-8.4943518732	-5.32231486088	7.47526346809	-8.55001759331	1.26012519185	-20.4476631128	-14.7895412511	7.12014066214	-6.92845231271	-2.99798600663	4.45705963923	6.43319615318	-5.88167506748	0.662398792694	-0.0487796457251	0.139599898354	0.0	-0.634250119198	-0.0	-0.751165856264	-0.126782063606	-0.415419201028	-0.260289639531	0.365580331936	-0.418141552223	0.0616268560814	-1.0	-0.723287603554	0.348212928923	-0.33883834424	-0.146617537177	0.217974035206	0.314617671354	-0.287645342895	0.0323948408696																						0	0	0	0	0	0	0	32	19
