session	optimize	depth	controllers	survivors	episodes	noise	initial_value	variance	session_seed	game_seed	name	generation	type	game_num	repetition	landing_height	eroded_cells	row_trans	col_trans	pits	cuml_wells	landing_height_norm	eroded_cells_norm	row_trans_norm	col_trans_norm	pits_norm	cuml_wells_norm	landing_height_var	eroded_cells_var	row_trans_var	col_trans_var	pits_var	cuml_wells_var	lines	l1	l2	l3	l4	score	level	eps
2017-06-01_16-57-56	score	80	100	10	700	4	0	100	1496336276.93	NIL	G0	0	base	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	100								
2017-06-01_16-57-56	score	80	100	10	700	4	0	100	1496336276.93	32771	G1_1	1	search	1	1	-147.160678699	25.5647952682	-17.9956705314	129.404113783	95.257472077	4.11634364222	-1.0	0.173720286521	-0.122285862572	0.87933893026	0.647302478618	0.0279717631001							1	1	0	0	0	40	0	29
2017-06-01_16-57-56	score	80	100	10	700	4	0	100	1496336276.93	86145	G1_2	1	search	2	1	-23.0662039275	48.5697272568	-37.4706458043	-94.6972412523	-189.838333536	91.5410585366	-0.121504458546	0.255847838275	-0.197381872809	-0.498830976276	-1.0	0.482205341943							0	0	0	0	0	0	0	32
2017-06-01_16-57-56	score	80	100	10	700	4	0	100	1496336276.93	2007	G1_3	1	search	3	1	-195.833050346	-322.926827648	102.728242585	183.246756051	154.532230954	-87.8079763436	-0.606431654416	-1.0	0.318116160658	0.567455969472	0.478536367138	-0.271912919045							0	0	0	0	0	0	0	27
2017-06-01_16-57-56	score	80	100	10	700	4	0	100	1496336276.93	22590	G1_4	1	search	4	1	-48.0164912617	22.0416857263	-28.3762120375	-34.5286419359	-26.0889984757	62.5951523079	-0.767096004903	0.352130874574	-0.453329227444	-0.551618466651	-0.416789439978	1.0							0	0	0	0	0	0	0	38
2017-06-01_16-57-56	score	80	100	10	700	4	0	100	1496336276.93	90769	G1_5	1	search	5	1	14.1581419147	42.3290875635	-115.052645923	131.243139839	-53.3321322982	-51.3060106331	0.107877195959	0.322524191477	-0.876637407979	1.0	-0.406361295255	-0.390923370898							0	0	0	0	0	0	0	33
2017-06-01_16-57-56	score	80	100	10	700	4	0	100	1496336276.93	77265	G1_6	1	search	6	1	-43.473259461	-64.6140672719	-86.8718930642	-257.561987958	16.3280554424	-125.712565296	-0.168787559864	-0.250868025147	-0.33728538032	-1.0	0.0633946630554	-0.48808664001							137	105	16	0	0	42080	13	384
2017-06-01_16-57-56	score	80	100	10	700	4	0	100	1496336276.93	78554	G1_7	1	search	7	1	86.4064646262	138.337573093	134.352186529	121.014418232	-53.1659361224	119.544996803	0.624605902028	1.0	0.971190859611	0.874776212466	-0.384320289373	0.864154214432							0	0	0	0	0	0	0	29
2017-06-01_16-57-56	score	80	100	10	700	4	0	100	1496336276.93	25924	G1_8	1	search	8	1	240.64322536	37.0992649669	-12.3999776204	80.1114107955	-80.1699812529	-88.7698092394	1.0	0.154167086613	-0.0515284716695	0.332905323537	-0.333148714795	-0.368885552903							2	2	0	0	0	80	0	38
2017-06-01_16-57-56	score	80	100	10	700	4	0	100	1496336276.93	96597	G1_9	1	search	9	1	-10.6443415167	-104.139443725	-60.7561066216	-11.2769883286	-60.1176518502	1.24246563901	-0.102212390771	-1.0	-0.58341109236	-0.108287387806	-0.577280324339	0.0119307881295							270	209	24	3	1	188100	27	700
